business_name,categories,address,latitude,longitude
Tower 45 Dockweiler State Beach,Landmarks and Outdoors,"Los Angeles, CA 90293",33.950446,-118.447169
Playa del Rey Long Jetty,Landmarks and Outdoors,"Los Angeles, CA 90293",33.960567,-118.460299
Dockweiler Beach RV Park,Campground,"12001 Vista Del Mar, Playa del Rey, CA 90293",33.925872,-118.433186
Dockweiler State Beach,Beach,"12001 Vista Del Mar (at Imperial Hwy), Playa del Rey, CA 90293",33.925872,-118.433186
"Big White ""Lost"" Barge",Beach,"Playa del Rey, CA 90293",33.930278,-118.436805
Hyperion Treatment Plant SAFE Center,Office Building,"7660 W Imperial Hwy (Gate B), Los Angeles, CA 90293",33.930208,-118.432073
Tower 55 Dockweiler Beach,Beach,"Los Angeles, CA 90293",33.932349,-118.437553
Dockweiler Youth Center,Scenic Lookout,"12505 Vista Del Mar, Playa del Rey, CA 90293",33.922401,-118.431845
City Of L.A. Industrial Waste Management Div - West District,Government Building,"7600 W Imperial Hwy, Playa del Rey, CA 90293",33.930573,-118.432292
Fire Pit,Beach,"Los Angeles, CA 90293",33.923786,-118.432862
Hyperion Treatment Plant,Recycling Facility,"7660 W Imperial Hwy, El Segundo, CA 90293",33.930573,-118.432292
Imperial Beach,Beach,"Imperial, CA 90405",33.931295,-118.429058
Tower 54,Beach,"Playa del Rey, CA 90293",33.933597,-118.437649
Oceans Cafe and Grill,Dining and Drinking,"12501 Vista Del Mar, Los Angeles, CA 90293",33.922833,-118.432066
Tower 53 Dockweiler State Beach,Beach,"Vista Del Mar, El Segundo, CA 90293",33.934681,-118.438589
Dockweiler Beach Hang Gliding,Beach,"12501 Vista Del Mar (btw W. Grand Ave & W. Imperial Hwy), Playa del Rey, CA 90293",33.922833,-118.432066
Yum-Yum Donuts,"Sandwich Spot, Bagel Shop, Coffee Shop","8139 W Manchester Ave, Playa del Rey, CA 90293",33.95852,-118.438857
Dales Jr,"Grocery Store, Liquor Store","8105 W Manchester Ave (at Falmouth Ave), Playa del Rey, CA 90293",33.959028,-118.437878
The Good Pizza,Pizzeria,"8115 W Manchester Ave, Playa del Rey, CA 90293",33.958817,-118.438215
Subway,"Deli, Fast Food Restaurant","8133 W Manchester Ave, Playa del Rey, CA 90293",33.958733,-118.438578
Diane's Nail & Spa,Nail Salon,"8135 W Manchester Ave, Playa del Rey, CA 90293",33.958701,-118.438507
Whole Foods,Grocery Store,"225 Lincoln Blvd (at Rose Ave), Venice, CA 90291",34.001116,-118.469814
Chicas Tacos,Restaurant,"225 Lincoln Blvd (Rose Ave.), Venice, CA 90291",34.001049,-118.469813
Casablanca Restaurant,"Pizzeria, American Restaurant, Taco Restaurant","220 Lincoln Blvd (at Rose Ave.), Venice, CA 90291",34.001655,-118.467988
Clutch Roadhouse,"BBQ Joint, Mexican Restaurant","427 Lincoln Blvd (at Sunset Ave), Venice, CA 90291",34.00014,-118.465908
Wallflower,"Cocktail Bar, Chinese Restaurant, Indonesian Restaurant","609 Rose Ave (6th), Los Angeles, CA 90291",33.999517,-118.471971
Ozone Park,Park,"720 Ozone St (at 7th St.), Santa Monica, CA 90405",34.001769,-118.472371
Wurstküche,"Beer Bar, Hot Dog Joint, German Restaurant","625 Lincoln Blvd, Venice, CA 90291",33.999733,-118.464981
Chulita,"Cocktail Bar, Mexican Restaurant","533 Rose Ave (Dimmick St), Venice, CA 90291",33.99877,-118.473016
Lincoln Fine Wines,"Liquor Store, Wine Store","727 Lincoln Blvd, Venice, CA 90291",33.999191,-118.464052
Wabi on Rose,Sushi Restaurant,"512 Rose Ave (Rennie Ave), Los Angeles, CA 90291",33.998048,-118.473354
RIZE Thai Sushi,"Thai Restaurant, Sushi Restaurant","2906 Lincoln Blvd (Ocean Park), Santa Monica, CA 90405",34.004343,-118.473201
Flowerboy Project,Flower Store,"824 Lincoln Blvd (at Lake St), Venice, CA 90291",33.999263,-118.462994
American Beauty,Steakhouse,"425 Rose Ave (Fifth Ave), Venice, CA 90291",33.998106,-118.474557
Marine Park,Playground,"1406 Marine St (16th), Santa Monica, CA 90405",34.006221,-118.465114
Tacos El Primo,Food Stand,"851 Lincoln Blvd (Brooks), Venice, CA 90291",33.998535,-118.462555
Rose Collective,Cannabis Store,"411 Rose Ave (4th Av), Los Angeles, CA 90291",33.997862,-118.474764
Nonstop Sushi & Sake Bar Santa Monica,Sushi Restaurant,"2645 Lincoln Blvd, Santa Monica, CA 90405",34.006268,-118.475148
Merchant,Housewares Store,"3002 Lincoln Blvd, Santa Monica, CA 90405",34.005229,-118.474913
The Rose Cafe & Market,"Café, American Restaurant","220 Rose Ave, Venice, CA 90291",33.996222,-118.477132
Blick Art Materials,Arts and Crafts Store,"2602 Lincoln Blvd (at Ocean Park Blvd), Santa Monica, CA 90405",34.006634,-118.476285
Gelson's Market,Grocery Store,"2627 Lincoln Blvd, Santa Monica, CA 90405",34.007027,-118.474739
El Pollo Loco,Fast Food Restaurant,"1411 Lincoln Blvd (at California Ave), Venice, CA 90291",33.99769,-118.46063
Ink Ink Tattoo,Tattoo Parlor,"830 Lincoln Blvd, Los Angeles, CA 90291",33.999133,-118.46285
Rite Aid,Drugstore,"888 Lincoln Blvd, Venice, CA 90291",33.999376,-118.461724
Gnarwhal Coffee,Coffee Shop,"3101 Main St, Santa Monica, CA 90405",33.997976,-118.479146
Ross Dress for Less,Clothing Store,"1400 Lincoln Blvd, Venice, CA 90291",33.998074,-118.460285
Ralphs,Grocery Store,"910 Lincoln Blvd (at California Ave), Venice, CA 90291",33.999157,-118.461225
Pizza Hut,"Pizzeria, Dining and Drinking","1411 Lincoln Blvd (at California Ave), Venice, CA 90291",33.997586,-118.460699
Ocean Park Optometry,"Optometrist, Eyecare Store","2605 Lincoln Blvd (Ocean Park Blvd.), Santa Monica, CA 90405",34.007199,-118.47559
Redbox,Video Store,"1516 Lincoln Blvd, Venice, CA 90291",33.997569,-118.459285
M G Floor Covering,Carpet and Flooring Contractor,"2636 Lincoln Blvd, Santa Monica, CA 90405",34.006149,-118.47564
La Isla Bonita,Mexican Restaurant,"400 Rose Ave (at 4th), Venice, CA 90291",33.997457,-118.474755
The Mart Collective,Antique Store,"1600 Lincoln Blvd (at Palms Blvd), Venice, CA 90291",33.997184,-118.458712
Lincoln True Value Hardware,Hardware Store,"1609 Lincoln Blvd, Venice, CA 90291",33.996674,-118.458773
Double Zero,"Pizzeria, Italian Restaurant, Vegan and Vegetarian Restaurant","1700 Lincoln Blvd (Nowita Place), Venice, CA 90291",33.996907,-118.457929
General Store,Gift Store,"1801 Lincoln Blvd (at Superba Ave), Venice, CA 90291",33.996174,-118.457632
Wirin Thai Restaurant,Thai Restaurant,"2308 Lincoln Blvd, Venice, CA 90291",33.994473,-118.453146
Cha CHA Matcha,"Coffee Shop, Tea Room, Ice Cream Parlor","1401 Abbot Kinney Blvd, Los Angeles, CA 90291",33.990777,-118.465788
Penmar Golf Course,Golf Course,"1233 Rose Ave (btw Walgrove & Lincoln), Venice, CA 90291",34.006432,-118.459183
Free STD Clinics,Health and Medicine,"214 Lincoln Blvd, Venice, CA 90291",34.001717,-118.468131
The Yard,,"1212 Lake St, Venice, CA 90291",34.004747,-118.458089
Star of Siam,Thai Restaurant,"3133 Lincoln Blvd, Santa Monica, CA 90405",34.002629,-118.470057
99 Cents Only Stores,Discount Store,"201 Lincoln Blvd, Venice, CA 90291",34.001579,-118.470106
Thomas Famous Burgers&Chili Dogs,Burger Joint,"249 N Venice Blvd (Rose), Venice, CA 90291",34.001427,-118.46869
Social Public Art Resource Center,Art Gallery,"685 Venice Blvd, Los Angeles, CA 90291",33.991538,-118.458668
New Bootleg Taco Stand on Venice,"Taco Restaurant, Street Food Gathering","225 Lincoln Blvd (Rose Ave.), Venice, CA 90291",34.001494,-118.468691
Venice Family Clinic,Medical Center,"905 Venice Blvd (Lincoln), Venice, CA 90291",33.993518,-118.454328
Venice Japanese American Memorial Marker,Historic and Protected Site,"Venice Bl (Lincoln), Los Angeles, CA 90291",33.994224,-118.453495
Day & Nite Liquor & Market,Liquor Store,"1002 Venice Blvd, Venice, CA 90291",33.993423,-118.453196
Basketball Courts,Basketball Court,"1406 Marine St (at 16th St.), Santa Monica, CA 90405",34.006221,-118.465114
The Penmar Venice,"American Restaurant, Comfort Food Restaurant","1233 Rose Ave, Los Angeles, CA 90291",34.006324,-118.459393
Baseball Fields at Penmare Recreation Center,Baseball Field,"1406 Marine St (at 16th St.), Santa Monica, CA 90405",34.006221,-118.465114
Marine Park Soccer,Soccer Field,"1406 Marine St, Santa Monica, CA 90405",34.006221,-118.465114
Headstock Smoke Shop,Tobacco Store,"2419 Lincoln Blvd (Harding Ave), Los Angeles, CA 90291",33.993588,-118.452351
Smogs Just Smogs,"Automotive Repair Shop, Oil Change Service, Smog Check Shop","2422 Lincoln Blvd (Venice), Venice, CA 90291",33.993879,-118.451792
Trader Joe's,Grocery Store,"9290 Culver Blvd (at Ince Blvd.), Culver City, CA 90232",34.025177,-118.392913
The Steps At Culver Ci,Plaza,"9300 Culver Blvd, Culver City, CA 90232",34.024617,-118.393467
Philz Coffee,"Cafe, Coffee, and Tea House","9300 Culver Blvd, Culver City, CA 90232",34.024269,-118.393743
Wise Sons Jewish Deli,"Bagel Shop, Deli, Fast Food Restaurant","9552 Washington Blvd (Irving Pl), Culver City, CA 90232",34.02295,-118.394707
Culver Studios,Arts and Entertainment,"9336 Washington Blvd (at Ince St.), Culver City, CA 90232",34.023773,-118.392461
Cafe Vida - Culver City,"Café, Latin American Restaurant, New American Restaurant","9755 Culver Blvd (at Duquesne Ave), Culver City, CA 90232",34.021768,-118.396592
Go Get Em Tiger,"Coffee Shop, Dessert Shop, Restaurant","10000 Washington Blvd, Culver City, CA 90232",34.020813,-118.397775
Bianca Restaurant,"Bakery, French Restaurant, Italian Restaurant","8850 Washington Blvd, Culver City, CA 90232",34.026729,-118.388207
Super Domestic Coffee,Coffee Shop,"10054 Culver Blvd (Madison), Culver City, CA 90232",34.019674,-118.397469
Blue Bottle Coffee,"Cafe, Coffee, and Tea House","8830 Washington Blvd, Culver City, CA 90232",34.027289,-118.387652
Robertas,Pizzeria,"8850 Washington Blvd (at Landmark St), Culver City, CA 90232",34.026734,-118.388066
Etta,"Cocktail Bar, Italian Restaurant","8801 Washington Blvd (National Blvd), Culver City, CA 90232",34.028381,-118.387391
SwimsCool,Sports and Recreation,"3330 S Canfield Ave, Los Angeles, CA 90034",34.030322,-118.394711
Coopportunity Market Culver City Culver City,"Organic Grocery, Health Food Store","8770 Washington Blvd (National Bl), Culver City, CA 90232",34.028039,-118.385546
Jackson Market,Grocery Store,"4065 Jackson Ave (btwn Culver & Braddock), Culver City, CA 90232",34.017282,-118.39721
Unique Reglazing,Home Improvement Service,"9338 National Blvd, Los Angeles, CA 90034",34.031071,-118.395503
Orchid Fever,Flower Store,"10242 Culver Blvd (Vinton Ave), Culver City, CA 90232",34.017415,-118.399192
Culver City Electrical Service,Electronics Store,"4020 La Salle Ave, Culver City, CA 90232",34.018754,-118.397663
Motion Wellness & Chiro,Chiropractor,"10170 Culver Blvd (at Jackson Ave), Culver City, CA 90232",34.018459,-118.398364
Santa Monica Landscape,"Construction, Landscaper and Gardener","4144 La Salle Ave, Culver City, CA 90232",34.01707,-118.39459
Alexander Hamilton High School,High School,"2955 S Robertson Blvd (Cattaraugus Ave), Los Angeles, CA 90034",34.034148,-118.391676
Heart Light - Assisted Living Referral Service,Retirement Home,"9854 National Blvd, Los Angeles, CA 90034",34.031049,-118.400946
Whole Foods,Grocery Store,"12746 W Jefferson Blvd (at McConnell Ave), Playa Vista, CA 90094",33.976735,-118.418241
Hopdoddy Burger Bar,"Bar, Burger Joint","12746 W Jefferson Blvd (at McConnell Ave), Los Angeles, CA 90094",33.976443,-118.417882
Starbucks,Coffee Shop,"12746 W Jefferson Blvd, Playa Vista, CA 90094",33.976443,-118.417882
Runway,Shopping Mall,"12760 Millennium (at Jefferson Blvd), Los Angeles, CA 90094",33.975324,-118.417012
Cinemark Playa Vista And Xd,Movie Theater,"12746 W Jefferson Blvd, Playa Vista, CA 90094",33.977642,-118.416493
Playa Vista Farmers' Market,"Farmers Market, Fruit and Vegetable Store, Grocery Store","12775 Millennium (at Discovery Creek), Playa Vista, CA 90094",33.975959,-118.417236
SOL Mexican Cocina,"Bar, Mexican Restaurant, Seafood Restaurant","12775 Millennium, Playa Vista, CA 90094",33.976036,-118.416955
Hal's Bar & Grill,"Cocktail Bar, American Restaurant","12751 Millennium, Los Angeles, CA 90094",33.976472,-118.416116
The Lawn at Runway Park,Park,"Los Angeles, CA 90094",33.975759,-118.416173
Loqui,Taco Restaurant,"12751 Millennium, Playa Vista, CA 90094",33.976607,-118.416119
Jeni's Splendid Ice Creams,Ice Cream Parlor,"12751 Millennium Ste PU-4, Playa Vista, CA 90094",33.976815,-118.415982
Broadway Gymnastic School,Gym and Studio,"5433 Beethoven St (at W Jefferson Blvd), Los Angeles, CA 90066",33.976866,-118.4222
Bluff Creek Fields Dog Park,Dog Park,"Playa Vista, CA 90094",33.975142,-118.413546
Yummy.com,Grocery Store,"6020 Seabluff Dr, Los Angeles, CA 90094",33.973305,-118.422482
The Coffee Bean and Tea Leaf,"Cafe, Coffee, and Tea House","13020 Pacific Promenade (at S Seabluff Dr), Playa Vista, CA 90094",33.972962,-118.422616
Oberrieder Dog Park,Dog Park,"Bluff Creek Dr (Seabluff Dr), Los Angeles, CA 90094",33.97209,-118.42048
Gulp,"Sports Bar, Burger Joint, Gastropub","13020 Pacific Promenade (Para Way), Playa Vista, CA 90094",33.972708,-118.423106
Sacred Heart Chapel,Church,"1 Lmu Dr, Los Angeles, CA 90045",33.972463,-118.416601
Beverage Warehouse,"Beer Store, Liquor Store","4935 McConnell Ave (at Milton St), Los Angeles, CA 90066",33.982501,-118.424503
Ballona Discovery Park,Park,"13110 Bluff Creek Dr, Playa Vista, CA 90094",33.969201,-118.423749
Jamba,Juice Bar,"7900 Loyola Blvd, Los Angeles, CA 90045",33.970304,-118.415499
Los Angeles Wine Co.,"Grocery Store, Liquor Store, Wine Store","4935 McConnell Ave (at Milton St), Los Angeles, CA 90066",33.982569,-118.424504
Desmond Hall,Business and Professional Services,"1 Lmu Dr, Los Angeles, CA 90045",33.971931,-118.41539
The Living Room at LMU,Music Venue,"1 Lmu Dr, Los Angeles, CA 90045",33.971115,-118.415515
Lion's Den Coffee Shop,Café,"1 Lmu Dr (LMU), Los Angeles, CA 90045",33.971037,-118.415796
"Hilton Lobby, LMU College of Business Administration",Community and Government,"1 Lmu Dr (Ignatian Circle), Los Angeles, CA 90045",33.970715,-118.41918
Playa Vista Branch Library,Library,"6400 Playa Vista Dr (Bay Park Dr), Los Angeles, CA 90094",33.970153,-118.425527
Playa Vista Community Pool,Swimming Pool,"6200 Playa Vista Dr (at Pacific Promenade), Playa Vista, CA 90094",33.970986,-118.425897
Loyola Marymount University Strub Theatre,Theater,"1 Lmu Dr, Los Angeles, CA 90045",33.970356,-118.415923
The Del Rey Players,"Arts and Entertainment, College and University, Organization","1 Lmu Dr, Los Angeles, CA 90045",33.970291,-118.413944
Playa Vista Icon Park,Park,"Discovery, Playa Vista, CA 90094",33.97095,-118.423071
O'Malley Lawn,"Landmarks and Outdoors, Sporting Goods Retail","Los Angeles, CA 90045",33.969402,-118.42092
Murphy Recital Hall At Loyola,Recreation Center,"1 Lmu Dr, Los Angeles, CA 90045",33.969022,-118.41731
Designer Services Group,Home Improvement Service,"4943 McConnell Ave, Los Angeles, CA 90066",33.981944,-118.423997
Leavey Field,Park,"Los Angeles, CA 90045",33.968504,-118.418571
LMU Tennis Center,Landmarks and Outdoors,"Los Angeles, CA 90045",33.968145,-118.415314
Los Angeles Fire Department - Station 67,Fire Station,"5451 Playa Vista Dr (Fountain Park Dr), Playa Vista, CA 90094",33.974447,-118.428439
Donuts USA,"Sandwich Spot, Bagel Shop, American Restaurant","11624 Venice Blvd (McLaughlin Ave), Los Angeles, CA 90066",34.00859,-118.424106
Mar Vista Branch Library,Library,"12006 Venice Blvd (at Inglewood Blvd), Los Angeles, CA 90066",34.005779,-118.428997
Empanada's Place,"Argentinian Restaurant, Empanada Restaurant, Southern Food Restaurant","3811 Sawtelle Blvd (at Venice Blvd), Los Angeles, CA 90066",34.011079,-118.419704
Rutts Hawaiian Cafe & Catering,"Café, Fast Food Restaurant, Hawaiian Restaurant","11707 Washington Pl, Los Angeles, CA 90066",34.004417,-118.42162
Rutt's Express,Sandwich Spot,"Los Angeles, CA 90066",34.004417,-118.42162
310 Coffee Company,"Coffee Shop, Restaurant","11625 Washington Pl (at McLaughlin Ave), Los Angeles, CA 90066",34.004702,-118.421202
Mar Vista Farmers Market,"Bowling Alley, Mexican Restaurant","3826 Grand View Blvd (at Grand View Blvd), Los Angeles, CA 90066",34.004373,-118.430523
Accomplice Bar,Cocktail Bar,"3811 Grand View Blvd (Venice Blvd.), Los Angeles, CA 90066",34.00442,-118.43109
Fatburger,"Burger Joint, Fast Food Restaurant","11275 Venice Blvd (at Sawtelle), Los Angeles, CA 90066",34.011895,-118.419579
Bikerowave,Bicycle Store,"12255 Venice Blvd (at Centinela Ave), Los Angeles, CA 90066",34.004646,-118.432366
The Mar Vista,"American Restaurant, Seafood Restaurant","12249 Venice Blvd, Los Angeles, CA 90066",34.004651,-118.432225
Mitsuwa Marketplace,Grocery Store,"3760 S Centinela Ave (at Venice Blvd), Los Angeles, CA 90066",34.005011,-118.433504
Hannosuke,Japanese Restaurant,"3760 S Centinela Ave, Los Angeles, CA 90066",34.00498,-118.433433
Tacos Tamix,Food Truck,"3801 Sepulveda Blvd (at Sepulveda Blvd), Los Angeles, CA 90230",34.01252,-118.417188
Quiadaiyn Restaurant,Mexican Restaurant,"12326 Venice Blvd (Centinela), Los Angeles, CA 90066",34.003711,-118.432983
Maple Block Meat Co,"BBQ Joint, American Restaurant","3973 Sepulveda Blvd (at Washington Pl), Los Angeles, CA 90230",34.009298,-118.41458
BKK101 Thai Cuisine,Thai Restaurant,"11127 Venice Blvd, Los Angeles, CA 90034",34.013757,-118.416648
El Sazon Oaxaqueno,Mexican Restaurant,"12131 Washington Pl, Los Angeles, CA 90066",34.001052,-118.427842
Don Felix Meat Market,Mexican Restaurant,"3985 1/2 Sawtelle Blvd (Washington place), Los Angeles, CA 90066",34.007461,-118.416805
Sara The Wine Bar,"Wine Bar, Italian Restaurant, New American Restaurant","3936 Sepulveda Blvd (Washington place), Culver City, CA 90230",34.01037,-118.414884
Tito's Tacos Mexican Restaurant,"Fast Food Restaurant, Taco Restaurant","11222 Washington Pl (at Sepulveda Blvd), Culver City, CA 90230",34.008118,-118.414486
Coffee Connection,"Coffee Shop, Restaurant","3838 S Centinela Ave (at Venice Blvd), Los Angeles, CA 90066",34.003144,-118.43276
Centinela Feed & Pet Supplies,"Pet Grooming Service, Pet Supplies Store","3860 S Centinela Ave (at Pacific Ave), Los Angeles, CA 90066",34.002539,-118.431688
PC Fixer Computer and Laptop Repair,Computer Repair Service,"3548 Corinth Ave, Los Angeles, CA 90066",34.015228,-118.423815
Schusterland Daycare,Daycare,"11160 Regent St, Los Angeles, CA 90034",34.014473,-118.419348
Umberto Di Roma,"Wine Bar, Pizzeria, Italian Restaurant","3905 Sepulveda Blvd, Culver City, CA 90230",34.010839,-118.415953
Mar Vista Dog Run,Dog Park,"3401 Sawtelle Blvd, Los Angeles, CA 90066",34.016767,-118.423351
Windward School,Elementary School,"11350 Palms Blvd, Los Angeles, CA 90066",34.017405,-118.426332
Mount Baldy Ski Lift,Mountain,"Los Angeles, CA 90034",34.013132,-118.41614
Center for the Study of Political Graphics,Technology Business,"3916 Sepulveda Blvd, Culver City, CA 90230",34.010869,-118.415106
Serenity Care Health,"Assisted Living Service, Nursing Home","3425 McLaughlin Ave, Los Angeles, CA 90066",34.016002,-118.430615
Blessed Orthopedic Physical Therapy,Physical Therapy Clinic,"3916 Sepulveda Blvd, Culver City, CA 90230",34.010906,-118.415036
Mar Vista Pool,Swimming Pool,"11655 Palms Blvd (btw McLaughlin & Sawtelle), Los Angeles, CA 90066",34.016011,-118.429414
Mar Vista Soccer Field,Gym and Studio,"11655 Palms Blvd (McLaughlin Ave.), Los Angeles, CA 90066",34.016942,-118.429857
Alana's Coffee Roasters,"Coffee Shop, Restaurant","12511 Venice Blvd, Los Angeles, CA 90066",34.003334,-118.435025
DreamWorld Comics,"Bookstore, Comic Book Store","12402 Washington Pl (at Centinela Ave), Los Angeles, CA 90066",33.998961,-118.430556
Old Man Bar,"Whisky Bar, Restaurant","12517 W Washington Blvd (at Boise Ave), Culver City, CA 90066",33.997033,-118.431507
Hatchet Hall,New American Restaurant,"12517 W Washington Blvd (at Boise Ave), Los Angeles, CA 90066",33.997033,-118.431507
Sunny Blue,Japanese Restaurant,"12608 W Washington Blvd (Mildred  Ave.), Los Angeles, CA 90066",33.996561,-118.432511
Ginger's Divine Ice Cream,"Ice Cream Parlor, Fast Food Restaurant","12550 W Washington Blvd (at Neosho Ave), Los Angeles, CA 90066",33.996466,-118.431283
Blueys Mar Vista,"Café, Australian Restaurant","12825 Venice Blvd, Los Angeles, CA 90066",33.999459,-118.441306
The Boy & The Bear,"Coffee Shop, Restaurant","12712 W Washington Blvd (at Wade St), Culver City, CA 90066",33.996607,-118.43496
Rustic Kitchen Market And Cafe,"Café, Gastropub, American Restaurant","3523 S Centinela Ave (at Woodgreen St), Los Angeles, CA 90066",34.009936,-118.43862
House of Thai Taste,Thai Restaurant,"12824 Venice Blvd (Beethoven), Los Angeles, CA 90066",33.999708,-118.440958
Menotti's Coffee Stop,"Café, Coffee Shop, Restaurant","12430 W Washington Blvd, Los Angeles, CA 90066",33.996609,-118.429166
Röckenwagner Bakery,"Bakery, American Restaurant, Sandwich Spot","12835 W Washington Blvd (at Moore St), Los Angeles, CA 90066",33.995727,-118.43784
Hotcakes Bakes,"Bakery, Restaurant","4119 S Centinela Ave (at W Washington Blvd), Los Angeles, CA 90066",33.996373,-118.428172
Brilliant Diamond Jewelry Cleaner,Jewelry Store,"3941 Keeshen Dr, Los Angeles, CA 90066",34.002949,-118.427739
Saby's Cafe,Mexican Restaurant,"12900 Venice Blvd (Beethoven St), Los Angeles, CA 90066",33.999563,-118.441238
Vintage Grandview,Assisted Living Service,"4061 Grand View Blvd (wahington), Los Angeles, CA 90066",33.999196,-118.427734
Westside Center for Independent Living,Public and Social Service,"12901 Venice Blvd (Beethoven), Los Angeles, CA 90066",34.000021,-118.441671
Promises Treatment Centers,Office Building,"3743 S Barrington Ave, Los Angeles, CA 90066",34.008195,-118.427632
Westside's Finest Collective,Drugstore,"3995 Inglewood Blvd (washington pl), Los Angeles, CA 90066",34.001969,-118.425811
The Learning Path,"Tutoring Service, Education","3517 S Centinela Ave, Los Angeles, CA 90066",34.010035,-118.438693
MC Tile & Shower Pan Service,"Bathroom Contractor, Carpet and Flooring Contractor, General Contractor","3525 Grand View Blvd, Los Angeles, CA 90066",34.010967,-118.436239
Love Coffee Bar,Café,"3519 S Centinela Ave, Los Angeles, CA 90066",34.010253,-118.438274
Ohr HaTorah,Synagogue,"11827 Venice Blvd (Barrington), Los Angeles, CA 90066",34.007918,-118.426849
Promises West Los Angeles,"Office Building, Addiction Treatment Center, Rehabilitation Center","3743 S Barrington Ave (Venice Blvd), Los Angeles, CA 90066",34.008195,-118.427632
re_ grocery,Grocery Store,"12928 Venice Blvd, Los Angeles, CA 90066",33.99906,-118.442076
Westside Liquor,Liquor Store,"3501 S Centinela Ave, Los Angeles, CA 90066",34.010332,-118.438911
Country Villa Mar Vista Healthcare Center,Medical Center,"3966 Marcasel Ave (at Rowles Ct.), Los Angeles, CA 90066",34.003875,-118.424507
Meadowbrook Manor,"Assisted Living Service, Nursing Home","3951 East Blvd, Los Angeles, CA 90066",34.004764,-118.424242
Playa Del Rey Productions,Beach,"12421 Venice Blvd, Los Angeles, CA 90066",34.003661,-118.434396
7-Eleven,Convenience Store,"3101 Overland Ave (National Pl), Los Angeles, CA 90034",34.030267,-118.416412
Trader Joe's,Grocery Store,"10840 National Blvd (at Westwood Blvd), Los Angeles, CA 90064",34.030098,-118.4214
Palms-Rancho Park Branch - Los Angeles Public Library,Library,"2920 Overland Ave (at National Blvd.), Los Angeles, CA 90064",34.033685,-118.418247
Niko Niko Sushi,Sushi Restaurant,"10839 National Blvd (Palms), Los Angeles, CA 90064",34.030696,-118.42151
Notre Dame Academy,High School,"Los Angeles, CA 90064",34.034872,-118.419119
Westwood Flower Shop,Flower Store,"3101 Overland Ave (National Pl), Los Angeles, CA 90034",34.030326,-118.416432
Mission Renaissance,Art School,"3055 Overland Ave, Los Angeles, CA 90034",34.031225,-118.417067
Palms Stairs,"Hiking Trail, Sporting Goods Retail","Los Angeles, CA 90034",34.025215,-118.416806
Adat Shalom,Synagogue,"3030 Westwood Blvd (National Blvd.), Los Angeles, CA 90034",34.030502,-118.420304
Epicentre West LA,Church,"3030 Westwood Blvd, Los Angeles, CA 90034",34.030465,-118.420374
3653 Hughes,,"3653 Hughes Ave (Charnock), Los Angeles, CA 90034",34.026298,-118.401418
Spencer Grendahl Astrologer,Psychic and Astrologer,"3325 Kelton Ave, Los Angeles, CA 90034",34.024339,-118.418626
Charnock Gardens Hoa,Organization,"9737 Charnock Ave, Los Angeles, CA 90034",34.026999,-118.400725
Anawalt Lumber,Garden Center,"11060 W Pico Blvd (at Sepulveda Blvd), Los Angeles, CA 90064",34.036711,-118.434
Wine House,"Beer Store, Liquor Store, Wine Store","2311 Cotner Ave (at Tennessee Ave), Los Angeles, CA 90064",34.037476,-118.438186
West LA Animal Shelter,Animal Shelter,"11361 W Pico Blvd, Los Angeles, CA 90064",34.034755,-118.440534
4 Play Gentleman's Club,"Night Club, Lounge","2238 Cotner Ave (btw Olympic & Pico), Los Angeles, CA 90064",34.038385,-118.438275
Gyu-Kaku BBQ,"BBQ Joint, Japanese Restaurant","10925 W Pico Blvd (Kelton Ave), Los Angeles, CA 90064",34.039513,-118.43031
The Wellesbourne,"Lounge, American Restaurant, Tapas Restaurant","10929 W Pico Blvd (at Kelton Ave), Los Angeles, CA 90064",34.039441,-118.43045
Jaipur Cuisine of India,Indian Restaurant,"10916 W Pico Blvd, Los Angeles, CA 90064",34.039258,-118.429881
Chocolate Bash,"Coffee Shop, Frozen Yogurt Shop, Restaurant","10897 W Pico Blvd, Los Angeles, CA 90064",34.039913,-118.429541
The Backhouse,Sushi Restaurant,"10915 W Pico Blvd, Los Angeles, CA 90064",34.039586,-118.43017
Daikokuya Sawtelle,"Ramen Restaurant, Noodle Restaurant","2208 Sawtelle Blvd (at W Olympic Blvd), Los Angeles, CA 90064",34.03789,-118.44081
Sunright Tea Studio - Sawtelle,"Bubble Tea Shop, Restaurant","2206 Sawtelle Blvd (W Olympic Blvd), Los Angeles, CA 90064",34.038124,-118.440885
Nijiya Market,Grocery Store,"2130 Sawtelle Blvd (at W Olympic Blvd), Los Angeles, CA 90025",34.039148,-118.441542
Honeymee Sawtelle,"Ice Cream Parlor, Restaurant","11301 W Olympic Blvd (Sawtelle), Los Angeles, CA 90064",34.038286,-118.442019
Daiso Japan,"Department Store, Discount Store","2130 Sawtelle Blvd (at Sawtelle and Olympic), Los Angeles, CA 90025",34.039216,-118.441543
Mori Sushi,Sushi Restaurant,"11500 W Pico Blvd (at Gateway), Los Angeles, CA 90064",34.033276,-118.442201
The Apple Pan,"Burger Joint, Diner, American Restaurant","10801 W Pico Blvd (at Glendon Ave), Los Angeles, CA 90064",34.040716,-118.42786
Guitar Center,Music Store,"10831 W Pico Blvd (at Westwood Blvd.), Los Angeles, CA 90064",34.040561,-118.428422
