business_name,categories,address,rating,latitude,longitude,review_count
Bellissimo Venice,"Coffee & Tea, Breakfast & Brunch, Sandwiches","68 N Venice Blvd, Ste A, Venice, CA 90291",4.5,33.98476,-118.47014,197
Piccolo Ristoranti - Venice,Italian,"1616 Abbot Kinney, Venice, CA 90291",4.5,33.989575,-118.46369,151
Venice Way Pizza,Pizza,"1697 Pacific Ave, Venice, CA 90291",4.0,33.986966,-118.472459,65
The Butcher's Daughter,"Vegetarian, Cafes, Gluten-Free","1205 Abbot Kinney Blvd, Venice, CA 90291",4.0,33.99175168312585,-118.46922975982794,1972
Sushi Enya - Marina Del Rey,"Sushi Bars, Japanese","123 Washington Blvd, Marina del Rey, CA 90292",4.5,33.98027,-118.46522,223
El Huarique,Peruvian,"1301 Ocean Front Walk, Ste 10, Venice, CA 90291",4.5,33.988507,-118.474756,519
Venice Cucina,"Italian, Diners, Breakfast & Brunch","209 Windward Ave, Venice, CA 90291",4.0,33.98858,-118.47101,310
Ōwa,"Sushi Bars, Bars, Japanese","1635 Abbot Kinney Blvd, Los Angeles, CA 90291",4.5,33.98962,-118.46309,35
Beach & Brew,"Bars, American (New), Beer, Wine & Spirits","405 Washington Blvd, Venice, CA 90292",4.0,33.98127,-118.46345,114
The Tasting Kitchen,"Bars, Italian","1633 Abbot Kinney Blvd, Venice, CA 90291",3.5,33.98975,-118.46306,1693
Cafe Collage,"Coffee & Tea, Breakfast & Brunch, Sandwiches","1518 Pacific Ave, Venice, CA 90291",4.0,33.9880323,-118.4723342,303
Turn Dough,"Bakeries, Cafes, Ice Cream & Frozen Yogurt","1425 Ocean Front Walk, Venice, CA 90291",4.5,33.9876175,-118.47411190215531,153
Abbot's Pizza Company,Pizza,"1407 Abbot Kinney Blvd, Venice, CA 90291",4.0,33.990714248671864,-118.46572928591384,1151
Hama Sushi,"Sushi Bars, Ramen","213 Windward Ave, Venice, CA 90291",3.5,33.98856,-118.47076,593
The Wee Chippy,Fish & Chips,"1301 Ocean Front Walk, Ste 9, Venice, CA 90291",4.5,33.988507,-118.474756,305
The Venice Whaler,"American (Traditional), Cocktail Bars, Breakfast & Brunch","10 Washington Blvd, Venice, CA 90292",3.5,33.97899979398811,-118.4665889613447,1048
SoCal Vibes Abbot Kinney,"Bars, American (New), Breweries","1522 Abbot Kinney Blvd, Los Angeles, CA 90291",5.0,33.98988785142313,-118.4641958,24
Si! Mon,"Latin American, Seafood","60 N Venice Blvd, Los Angeles, CA 90291",5.0,33.984686653261306,-118.4703202,3
Sidewalk Cafe,"Tacos, Sports Bars, Pizza","1401 Ocean Front Walk, Venice, CA 90291",3.0,33.98787487647,-118.47434869017,973
Greenleaf Kitchen & Cocktails,"Salad, American (New), Breakfast & Brunch","1239 Abbot Kinney Blvd, Venice, CA 90291",3.5,33.9914603,-118.4683135,476
Mao's Kitchen,Chinese,"1512 Pacific Ave, Venice, CA 90291",3.0,33.98799,-118.47227,1028
Ocean Front Kitchen,Chinese,"2013 Ocean Front Walk, Los Angeles, CA 90291",3.5,33.98451857841812,-118.4714475274086,7
Fabios Pasta,"Italian, Noodles","1301 Ocean Front Walk, Ste 7, Venice, CA 90291",4.5,33.988498,-118.474791,54
Hinano Café,"Dive Bars, Burgers","15 Washington Blvd, Venice, CA 90292",4.0,33.979483,-118.466505,723
Lemonade,"Salad, Poke, American (Traditional)","1661 Abbot Kinney Blvd, Venice, CA 90291",4.0,33.98935571,-118.46261143,1635
Divani Indian Bistro,"Indian, Halal","20 Washington Blvd, Marina del Rey, CA 90292",5.0,33.97921,-118.46607,25
Mercedes Bar & Grille,"Cuban, American (Traditional), Breakfast & Brunch","14 Washington Blvd, Marina Del Rey, CA 90292",3.5,33.97915,-118.46619,567
Fat Sal's - Venice Beach,"Sandwiches, Burgers, Cheesesteaks","37 Washington Blvd, Marina Del Rey, CA 90292",4.5,33.97981,-118.46596,106
Casa 12,Italian,"12 Washington Blvd, Marina del Rey, CA 90292",4.5,33.97914107793693,-118.46642032377888,31
Venice Beach Boardwalk,"Beaches, Pop-up Shops, Skate Parks","1800 Ocean Front Walk, Venice, CA 90291",4.0,33.9856883341048,-118.4727637977754,972
Venice Beach,"Beaches, Skate Parks","1500 Ocean Front Walk, Venice, CA 90291",4.0,33.9872834945151,-118.474083466122,674
Venice Skate Park,Skate Parks,"123 Venice Beach, Venice, CA 90291",4.5,33.98713,-118.475524,47
Westminster Dog Park,"Parks, Pets","1234 Pacific Ave, Venice, CA 90291",2.5,33.9898210018873,-118.473888337612,37
Linnie Canal Park,Parks,"2401 Dell Ave, Los Angeles, CA 90291",3.0,33.9848275182643,-118.466596025618,9
Via Dolce Park,"Parklets, Parks, Playgrounds","3503 Vía Dolce, Marina del Rey, CA 90292",4.0,33.97829794071307,-118.4621134400368,2
Tandoori Eats,"Indian, Halal","10004 National Blvd, Los Angeles, CA 90034",5.0,34.0290013752151,-118.403463533333,803
The Coop Pizza,"Pizza, Sandwiches, Italian","10006 National Blvd, Los Angeles, CA 90034",4.5,34.0289553357089,-118.403455365908,852
Sushi Zo | West Los Angeles,"Japanese, Sushi Bars","9824 National Blvd, Ste C, Los Angeles, CA 90034",4.0,34.0311016,-118.400832,769
n/naka,Japanese,"3455 Overland Ave, Los Angeles, CA 90034",4.5,34.02507,-118.41227,925
Simpang Asia,"Indonesian, Malaysian, Halal","10433 National Blvd, Ste 2, Los Angeles, CA 90034",4.0,34.02909410650919,-118.41171110776088,2117
Lobster & Beer,"Seafood, Beer Bar","3456 Motor Ave, Ste 101, Los Angeles, CA 90034",4.0,34.026873716673464,-118.40866954358448,1221
Madre Oaxacan Restaurant and Mezcaleria,Mexican,"10426 National Blvd, Los Angeles, CA 90034",4.0,34.0287002,-118.4114403,1227
Meet in Paris,"French, Breakfast & Brunch, Cocktail Bars","9727 Culver Blvd, Culver City, CA 90232",4.0,34.02202459599125,-118.39643665506902,2075
Piccalilli,"Asian Fusion, American (New), Cocktail Bars","3850 Main St, Ste A, Culver City, CA 90232",4.5,34.02461602124082,-118.39422091717928,334
Benny's Tacos & Rotisserie Chicken in Culver City,"Mexican, Breakfast & Brunch","10401 Venice Blvd, Ste 101b, Culver City, CA 90034",4.5,34.020608,-118.404542,960
Versailles Cuban Food,"Cuban, Sandwiches, Seafood","10319 Venice Blvd, Los Angeles, CA 90034",4.0,34.02114,-118.4036,2708
Carasau,Sardinian,"3918 Van Buren Pl, Culver City, CA 90232",4.5,34.023497,-118.3934733,491
Emily Grill,Korean,"10020 Venice Blvd, Culver City, CA 90232",5.0,34.0224317,-118.3998059,371
Arth Bar & Kitchen,"Asian Fusion, Indian, Cocktail Bars","9531 Culver Blvd, Culver City, CA 90232",4.5,34.023220025762654,-118.3953562079707,275
Burrata House,"Sandwiches, Italian, Pasta Shops","3272 Motor Ave, Los Angeles, CA 90034",4.5,34.02979,-118.410755,609
Simonette,"French, Cafes, Cocktail Bars","3927 Van Buren Pl, Culver City, CA 90232",4.0,34.0229299260707,-118.393480069935,407
Mr. Sate,"Indonesian, Asian Fusion","3456 Motor Ave, Unit 104, Los Angeles, CA 90034",4.5,34.0269938,-118.408793,351
Good Day Thai Kitchen and Cafe,"Thai, Cafes","10428 1/2 National Blvd, Los Angeles, CA 90034",4.5,34.02861,-118.41143,249
Cafe Vida,"Breakfast & Brunch, Juice Bars & Smoothies, American (New)","9755 Culver Blvd, Culver City, CA 90232",4.0,34.02175158272591,-118.39656101165431,1846
Taco Plus,"Mexican, Burgers","9824 National Blvd, Los Angeles, CA 90034",3.5,34.031244,-118.4005224,298
Janga by Derrick's Jamaican Cuisine,"Caribbean, Breakfast & Brunch, Seafood","3850 Main St, Culver City, CA 90232",4.0,34.02473662269367,-118.3941626803449,577
Gloria's Cafe,"Mexican, Latin American, Seafood","10227 Venice Blvd, Los Angeles, CA 90034",4.0,34.0214793,-118.4025151,1753
Iron Teapot Dim Sum & Bar,"Dim Sum, Cantonese, Bars","10306 Venice Blvd, Los Angeles, CA 90034",4.0,34.020695,-118.402863,703
Go Go Bird,Chicken Wings,"9355 Culver Blvd, Culver City, CA 90232",4.5,34.025094439840444,-118.39410560223558,177
Lokal Sandwich Shop,"Sandwiches, Coffee & Tea, Breakfast & Brunch","10433 National Blvd, 1A, Los Angeles, CA 90034",4.5,34.02908,-118.41166,510
Tender Greens,"American (New), Salad, Seafood","9523 Culver Blvd, Culver City, CA 90232",4.0,34.02341,-118.39532,2233
Mee and Greet,"Vietnamese, Pan Asian, Burgers","3500 Overland Ave, Ste 150, Los Angeles, CA 90034",4.0,34.0248259705828,-118.411131312985,419
The Doughroom,"American (New), Italian, Pizza","3409 Overland Ave, Los Angeles, CA 90034",4.0,34.0255407029642,-118.412643982327,845
The Jolly Oyster Bar,"Seafood, Live/Raw Food","9355 Culver Blvd, Culver City, CA 90232",4.5,34.02499,-118.39405,164
Citizen Public Market,Food Court,"9355 Culver Blvd, Culver City, CA 90232",4.5,34.025087,-118.394109,113
Kotoya Ramen,Ramen,"10422 National Blvd, Los Angeles, CA 90034",4.0,34.0287551620623,-118.411274230794,682
El Barrio Neighborhood Tacos,"Tacos, New Mexican Cuisine, Pizza","3500 Overland Ave, Ste 100, Los Angeles, CA 90034",4.0,34.0246774,-118.4110389,321
Public School 310,"Gastropubs, Bars, American (Traditional)","9411 Culver Blvd, Culver City, CA 90232",3.5,34.02431,-118.3946,1947
Lenzini's Pizza,"Pizza, Italian, Salad","3500 Overland Ave, Ste 120, Los Angeles, CA 90034",4.0,34.02469634181463,-118.41104162605608,687
K & A Canton Restaurant,Chinese,"9840 National Blvd, Los Angeles, CA 90034",3.5,34.0311497,-118.400895,216
The Red Chickz,"Chicken Shop, American (Traditional), Halal","10100 Venice Blvd, Culver City, CA 90232",4.5,34.02195,-118.40048,186
K-ZO,"Japanese, Sushi Bars, Seafood","9240 Culver Blvd, Culver City, CA 90232",4.0,34.025519,-118.392948,945
Señorita's Tamales,"Mexican, Pop-Up Restaurants","Palms Blvd National Blvd, Los Angeles, CA 90034",5.0,34.0301138864681,-118.402745592313,41
Cerveteca Culver City,"Mexican, Latin American","9418 Venice Blvd, Culver City, CA 90232",4.0,34.0250944,-118.3952881,672
Phovorite Vietnamese Kitchen,"Vietnamese, Thai","10026 Venice Blvd, Culver City, CA 90232",4.0,34.0224325,-118.3999714,441
Emerald Thai Cuisine,"Thai, Asian Fusion","9315 Venice Blvd, Culver City, CA 90232",4.0,34.0261,-118.39476,368
Burger Lounge,Burgers,"9901 Washington Blvd, Culver City, CA 90232",4.0,34.021716,-118.398018,303
Ms Chi Cafe,"Chinese, Bubble Tea, Noodles","3829 Main St, Culver City, CA 90232",4.0,34.02461,-118.3948,535
The Garage on Motor Ave,"American (New), Burgers, Sports Bars","3387 Motor Ave, Los Angeles, CA 90034",3.5,34.0276505239069,-118.409853711639,575
LaRocco's Pizzeria,"Pizza, Halal","3819 Main St, Culver City, CA 90232",4.0,34.024858,-118.394843,769
Honey's Kettle Fried Chicken,"Southern, American (New), Soul Food","9537 Culver Blvd, Culver City, CA 90232",3.5,34.023129873213655,-118.39540493425004,3587
The Irish Times Pub & Restaurant,"Irish, Irish Pub","3267 Motor Ave, Los Angeles, CA 90034",4.0,34.02955,-118.4114,283
The Vegan Joint,Vegan,"10438 National Blvd, Los Angeles, CA 90034",4.0,34.0285966348823,-118.411620547176,955
Sweet Lily Bakery,"French, Bakeries, Sandwiches","9516 Culver Blvd, Culver City, CA 90232",4.5,34.02330817516533,-118.3944447863816,82
Fifty One,"Chinese, Asian Fusion","9540 Washington Blvd, Culver City, CA 90232",4.0,34.023036,-118.394555,605
The Museum of Jurassic Technology,Museums,"9341 Venice Blvd, Culver City, CA 90232",4.0,34.0258093692914,-118.395000610789,699
Bhagavad Gita Museum,"Art Museums, Art Tours, Art Galleries","3764 Watseka Ave, Los Angeles, CA 90034",5.0,34.0253318,-118.3971124,104
Center For Land Use Interpretation,Museums,"9331 Venice Blvd, Culver City, CA 90232",4.5,34.0258464,-118.3949109,14
The Lion's Fountain,Landmarks & Historical Buildings,"9500 Culver Blvd, Culver City, CA 90232",5.0,34.02312,-118.3941,9
Woodbine Park,Parks,"3409 S Vinton Ave, Los Angeles, CA 90034",4.0,34.028037511346,-118.408595323563,18
Lawrence and Martha Joseph Residence and Apartments,Landmarks & Historical Buildings,"3819-3827 Dunn Dr, Los Angeles, CA 90232",5.0,34.022346,-118.399383,4
Media Park,Parks,"9070 Venice Blvd, Culver City, CA 90232",3.5,34.02654,-118.39276,14
Gjelina Take Away,"Cafes, Pizza, Sandwiches","1427 Abbot Kinney Blvd, Venice, CA 90291",4.0,33.990519,-118.465029,709
Chulita,"Mexican, Cocktail Bars","533 Rose Ave, Venice, CA 90291",4.5,33.99878,-118.47305,529
Cafe Gratitude,"Vegan, Cafes, Breakfast & Brunch","512 Rose Ave, Ste A, Venice, CA 90291",4.0,33.998065,-118.473459,1707
Simpang Asia,"Halal, Indonesian","705 Lincoln Blvd, Venice, CA 90291",4.5,33.999379,-118.464744,141
Wabi on Rose,Sushi Bars,"512 Rose Ave, Ste F, Venice, CA 90291",4.0,33.99801,-118.47342,543
Wurstküche Restaurant Venice Beach,"Hot Dogs, German, Gastropubs","625 Lincoln Blvd, Los Angeles, CA 90291",4.0,33.999758,-118.464958,1715
Loco Coco Venice,"Juice Bars & Smoothies, Acai Bowls, Vegan","1202 Abbot Kinney Blvd, Los Angeles, CA 90291",4.0,33.99128,-118.46902,48
The Rose Venice,"Cafes, Wine Bars","220 Rose Ave, Venice, CA 90291",3.5,33.99623714102038,-118.47710811244932,2545
Fig Tree Venice,"Cafes, American (Traditional), Bars","429 Ocean Front Walk, Los Angeles, CA 90291",4.0,33.99351405458125,-118.4790622987976,563
Roosterfish,Bars,"1302 Abbot Kinney Blvd, Venice, CA 90291",3.0,33.99092,-118.46802,296
Sweetfin,"Poke, Japanese, Gluten-Free","1146 Abbot Kinney Blvd, Los Angeles, CA 90291",3.5,33.99131609921655,-118.46920231404408,126
Clutch,"Mexican, Barbeque","427 Lincoln Blvd, Venice, CA 90291",4.0,34.000173,-118.465887,575
Wallflower,"Indonesian, Cocktail Bars","609 Rose Ave, Venice, CA 90291",4.0,33.99948,-118.47197,394
Boba Guys At Our Place,"Coffee & Tea, Cafes, Bubble Tea","1344 Abbot Kinney Blvd, Los Angeles, CA 90291",5.0,33.99069,-118.46662,12
De Buena Planta,"Cocktail Bars, Lounges","1118 Abbot Kinney Blvd, Los Angeles, CA 90291",3.5,33.99152994011432,-118.46990517361068,145
Flake,"Breakfast & Brunch, Coffee & Tea, Sandwiches","513 Rose Ave, Venice, CA 90291",4.5,33.998356,-118.4738294,1282
The Anchor,"American (New), Bars, Seafood","235 Main St, Venice, CA 90291",4.0,33.9970197,-118.4789505,1252
American Beauty,"Steakhouses, Seafood, Cocktail Bars","425 Rose Ave, Los Angeles, CA 90291",4.0,33.998085,-118.474558,215
The Win-Dow at American Beauty,Burgers,"425 Rose Ave, Venice, CA 90291",4.5,33.99808,-118.47445,589
Gjusta,"Bakeries, Delis, Cafes","320 Sunset Ave, Venice, CA 90291",3.5,33.9953801971356,-118.474391298148,2077
El Primo Tacos,"Tacos, Food Trucks","845 Lincoln Blvd, Los Angeles, CA 90010",4.5,33.9985026,-118.4625602,421
Forma - Venice,"Italian, Breakfast & Brunch, Soup","110 Navy St, Venice, CA 90291",4.0,33.997086,-118.47917,148
Venice Renaissance Building,Landmarks & Historical Buildings,"Main St & Rose Ave, Los Angeles, CA 90291",5.0,33.9959337304456,-118.478140283379,2
Bacari PDR,"American (New), Wine Bars, Breakfast & Brunch","6805 Vista Del Mar Ln, Playa Del Rey, CA 90293",4.5,33.9586842196588,-118.448352364695,1965
Playa Provisions,"American (New), Seafood, Whiskey Bars","119 Culver Blvd, Los Angeles, CA 90293",4.0,33.9578068176558,-118.449640647302,1705
Caffe Pinguini Italian Restaurant,"Italian, Seafood","6935 Pacific Ave, Playa del Rey, CA 90293",4.0,33.9574661,-118.4495173,414
Sushi Beluga,"Sushi Bars, Japanese, Seafood","207 Culver Blvd, Playa del Rey, CA 90293",4.5,33.95955633,-118.448326,351
Cantalini's Salerno Beach Restaurant,"Italian, Pizza, Seafood","193 Culver Blvd, Playa Del Rey, CA 90293",4.0,33.958915,-118.448641,813
Mo's Place,"Sports Bars, Fish & Chips","203 Culver Blvd, Playa Del Rey, CA 90293",4.0,33.9591516,-118.4483397,285
TC Organic,"Breakfast & Brunch, Comfort Food, Coffee & Tea","333 Culver Blvd, Playa del Rey, CA 90293",5.0,33.96035,-118.446853,170
Señor G's Fresh & Healthy Mexican Food,"Mexican, Juice Bars & Smoothies, Breakfast & Brunch","343 Culver Blvd, Playa Del Rey, CA 90293",4.5,33.96065,-118.44666,754
The Shack,"Sports Bars, American (Traditional)","185 Culver Blvd, Playa Del Rey, CA 90293",3.5,33.958831,-118.4488607,470
Tandoor - A - India,"Indian, Seafood","8406 Pershing Dr, Playa Del Rey, CA 90293",4.0,33.95721287805995,-118.44280458145523,746
Hank's Pizza,Pizza,"442 W Manchester Ave, Playa Del Rey, CA 90293",4.0,33.956,-118.44267,578
Cafe Milan,"Breakfast & Brunch, Coffee & Tea","205 Culver Blvd, Playa Del Rey, CA 90293",4.0,33.959547,-118.448484,396
Hacienda Playa,"Mexican, Sports Bars, Cocktail Bars","8415 Pershing Dr, Playa Del Rey, CA 90293",3.5,33.9568635,-118.443133,282
Cafe Boheme,"French, Breakfast & Brunch, Food Delivery Services","8428 Pershing Dr, Playa del Rey, CA 90293",4.0,33.956743,-118.442301,125
The Harbor Room,Bars,"195 Culver Blvd, Playa Del Rey, CA 90293",4.0,33.95899,-118.44859,74
Prince O' Whales,"Dive Bars, Sports Bars","335 Culver Blvd, Playa Del Rey, CA 90293",4.0,33.960464,-118.446899,245
Playa's Pita Lebanese Cuisine,"Lebanese, Mediterranean, Salad","8501 Pershing Dr, Ste 4, Playa del Rey, CA 90293",4.0,33.95606,-118.44253,366
Del Rey Lagoon,Parks,"6660 Esplanade Pl, Playa Del Rey, CA 90293",4.0,33.959625,-118.449982,46
The North Jetty of Marina Channel,Parks,"The Marina & Pacific Ave, Marina Del Rey, CA 90292",5.0,33.9634727781302,-118.453731536865,17
Dockweiler Bike Path,Parks,"Playa Del Rey, CA 90293",4.0,33.9519653320312,-118.436744689941,27
"Aubrey E. Austin, Jr. Park",Parks,"Via Marina & Pacific Ave, Marina Peninsula, Marina del Rey, CA 90292",5.0,33.9660963967306,-118.455154738651,3
Titmouse Park,Parks,"400 Block Of Culver Blvd, Playa del Rey, CA 90293",3.0,33.961156,-118.44593,5
Oceans Cafe and Grill,"Breakfast & Brunch, Burgers, Salad","12501 Vista Del Mar, Playa Del Rey, CA 90293",4.5,33.92285195497208,-118.43203,78
The Good Pizza,"Italian, Pizza","8115 W Manchester Ave, Playa Del Rey, CA 90293",4.0,33.958889,-118.438275,647
Yum Yum Donuts,"Donuts, Sandwiches, Coffee & Tea","8139 W Manchester, Playa Del Rey, CA 90293",3.5,33.9585,-118.43881,122
Subway,"Sandwiches, Fast Food","8133 W Manchester Ave, Playa Del Rey, CA 90293",3.5,33.9586431371012,-118.438695,38
Ballona Freshwater Marsh,"Parks, Community Service/Non-Profit","Los Angeles, CA 90296",4.0,33.95916,-118.44822,1
Casablanca Restaurant,"Mexican, Breakfast & Brunch, Seafood","220 Lincoln Blvd, Venice, CA 90291",4.0,34.0016250610352,-118.46785736084,1095
Willie Mae’s Restaurant - Venice,Southern,"324 Lincoln Blvd, Los Angeles, CA 90291",4.0,34.0010739874981,-118.4668566271364,241
Prince Street Pizza,Pizza,"326 Lincoln Blvd, Venice, CA 90291",4.0,34.001028,-118.466659,156
Ela Greek Eats,Greek,"307 Lincoln Blvd, Venice, CA 90291",4.5,34.0009205,-118.467876,288
La Cabana,Mexican,"738 Rose Ave, Venice, CA 90291",3.5,34.00087327197011,-118.46816244334008,954
Mariscos Guillen La Playita,Mexican,"3306 Lincoln Blvd, Santa Monica, CA 90405",4.0,34.0024852,-118.4704469,488
Star Of Siam on Lincoln,"Thai, Salad, Seafood","3133 Lincoln Blvd, Santa Monica, CA 90405",4.0,34.0027231,-118.4702945,286
Calif Chicken Cafe,"Salad, American (Traditional), Wraps","424 Lincoln Blvd, Venice, CA 90000",4.0,34.000532,-118.465586,677
RIZE Thai Sushi,"Sushi Bars, Thai","2906 Lincoln Blvd, Santa Monica, CA 90405",4.0,34.0043787,-118.4731146,401
George's Burgers,"Burgers, Breakfast & Brunch","3101 Lincoln Blvd, Santa Monica, CA 90405",4.0,34.0031899,-118.47077,452
Lokal Sandwich + Burger Bar,"Sandwiches, Burgers, Breakfast & Brunch","701 Lincoln Blvd, Venice, CA 90291",4.5,33.9995,-118.46452,85
Groundwork Coffee,"Coffee & Tea, Cafes","671 Rose Ave, Venice, CA 90291",4.0,34.0003699,-118.47027,521
CAMP,"Vietnamese, Soup","715 Lincoln Blvd, Los Angeles, CA 90291",4.0,33.9995161160281,-118.464162239315,831
New Bootleg Taco Stand on Venice,"Tacos, Street Vendors","225 Lincoln Blvd, Los Angeles, CA 90291",4.5,34.001126,-118.469817,84
Nonstop Sushi & Sake Bar Santa Monica,"Sushi Bars, Japanese","2645 Lincoln Blvd, Santa Monica, CA 90405",4.0,34.0062921,-118.4750725,622
Dudley Market,"Wine Bars, Seafood","9 Dudley Ave, Venice, CA 90291",4.0,33.994246,-118.479673,232
LA Draught,Beer Bar,"3021 Lincoln Blvd, Santa Monica, CA 90405",5.0,34.003442,-118.471216,63
Zinqué,"French, Breakfast & Brunch, Cocktail Bars","1440 Lincoln Blvd, Los Angeles, CA 90291",4.0,33.997898,-118.459933,230
La Fiesta Brava,Mexican,"259 Hampton Dr, Los Angeles, CA 90291",4.5,33.99672,-118.4774,540
Venice Beach Wines,Wine Bars,"529 Rose Ave, Venice, CA 90291",4.0,33.9987799,-118.47326,369
Chinatown Express & Louisiana Fried Chicken,"Chinese, Chicken Shop, Fish & Chips","317 Lincoln Blvd, Venice, CA 90291",3.5,34.0010301,-118.4675213,59
Coucou,"Cocktail Bars, French, Wine Bars","218 Main St, Venice, CA 90291",4.0,33.99732,-118.47868,68
Bluestone Lane,"Coffee & Tea, Gluten-Free, Breakfast & Brunch","523 Rose Ave, Venice, CA 90291",4.0,33.9987,-118.47341,165
La Oaxaqueña Taco Truck,"Food Trucks, Tacos","323 Lincoln Blvd, Venice, CA 90291",4.0,34.000709666,-118.46734833,90
La Isla Bonita,"Mexican, Food Trucks","400 Rose Ave, Los Angeles, CA 90291",4.5,33.9975,-118.47487,292
The Penmar,American (Traditional),"1233 Rose Ave, Venice, CA 90291",4.5,34.00643,-118.45918,70
Tacos La Guerra,"Tacos, Food Stands","241 Lincoln Blvd, Los Angeles, CA 90291",4.5,34.0019788912789,-118.469526103235,19
Flowerboy Project,"Cafes, Florists","816 Lincoln Blvd, Venice, CA 90291",4.0,33.99929,-118.46305,156
Pancho's Tacos,Mexican,"2920 Lincoln Blvd, Santa Monica, CA 90405",3.5,34.004134,-118.4728633,207
FoodShop,American (Traditional),"Los Angeles, CA 90291",4.5,33.9952871595403,-118.473199291387,25
Marine Park,Parks,"1406 Marine St, Santa Monica, CA 90405",4.5,34.00561041587215,-118.46554998999356,17
Ozone Park,Parks,"720 Ozone Ave, Santa Monica, CA 90405",3.5,34.0019068449395,-118.471430730071,14
El Pollo Loco,"Fast Food, Mexican, Chicken Shop","1411 Lincoln Blvd, Ste A, Venice, CA 90291",3.5,33.9976100074765,-118.46065765348736,49
Great Western Steak & Hoagie Company,"Burgers, Fast Food, Sandwiches","1720 Lincoln Blvd, Venice, CA 90291",4.0,33.9966099,-118.45749,428
Wirin Thai Restaurant,Thai,"2308 Lincoln Blvd, Los Angeles, CA 90291",4.0,33.994436085769365,-118.45315801777406,556
Deus Ex Machina,"Men's Clothing, Coffee & Tea, Breakfast & Brunch","1001 Venice Blvd, Venice, CA 90291",4.0,33.99441,-118.45286,348
Tacos el Valiii,"Mexican, Food Trucks","910 Lincoln Blvd, Venice , CA 90291",5.0,33.999248,-118.461395,4
Burning Buns,"Food Trucks, Burgers, Sandwiches","Anaheim, CA 92807",4.5,33.6623991876128,-117.750723548234,367
Mad Dumplings,"Food Trucks, Asian Fusion, Chinese","2530 South Birch St, Santa Ana, CA 92707",4.0,33.712281,-117.872117,306
Pizza Hut,"Pizza, Chicken Wings, Fast Food","1411 Lincoln Blvd, Ste 6, Venice, CA 90291",2.0,33.997553,-118.460806,66
Subway,"Fast Food, Sandwiches","1411 Lincoln Blvd, Venice, CA 90291",2.5,33.9975478808448,-118.460976113834,33
Lupita’s Tacos,Food Stands,"1600 Palms Blvd, Los Angeles, CA 90291",5.0,33.99724887106152,-118.459129344161,5
The Brig,"Music Venues, Cocktail Bars","1515 Abbot Kinney Blvd, Venice, CA 90291",3.0,33.990405,-118.464186,466
Penmar Park & Rec Center,"Parks, Tennis","1341 Lake St, Venice, CA 90291",3.5,34.00633444633406,-118.4559442405743,27
Ugo,"Italian, Wine Bars","3865 Cardiff Ave, Culver City, CA 90232",3.5,34.0235204048025,-118.39512645496,1882
etta,"American (New), Breakfast & Brunch, Cocktail Bars","8801 Washington Blvd, Culver City, CA 90232",4.5,34.028177,-118.387179,1026
Chicas Tacos,"Mexican, Beverage Store, Pizza","9345 Culver Blvd, Culver City, CA 90232",4.0,34.0250376,-118.3938404,235
Bang Bang Noodles,"Noodles, Pop-Up Restaurants","9355 Culver Blvd, Ste J, Culver City, CA 90232",4.0,34.0250839,-118.3941056,413
Monty's Good Burger,"Vegan, Fast Food, Desserts","3849 Main St, Culver City, CA 90232",4.0,34.02431,-118.39452,231
Upper Crust Pizzeria,"Pizza, Chicken Wings, Italian","3847 Main St, Culver City, CA 90232",4.0,34.02447,-118.39452,123
The Auld Fella,Irish Pub,"9375 Culver Blvd, Culver City, CA 90232",4.0,34.0246794496627,-118.394122794271,289
Lillie’s Bistro & Garden,"French, Bars, Sandwiches","9400 Culver Blvd, The Culver Hotel, Culver City, CA 90232",4.0,34.0238098,-118.3941751,69
The Weho Sausage Co.,"Gastropubs, American (Traditional)","9355 Culver Blvd, Culver City, CA 90232",4.5,34.025099,-118.394093,93
Grand Casino Bakery & Café,"Bakeries, Cafes, Argentine","3826 Main St, Culver City, CA 90232",4.0,34.02507,-118.39439,702
CAVA,"Mediterranean, Salad","9343 Culver Blvd, Culver City, CA 90232",4.0,34.025106543576,-118.3939678967,411
Parmizza,Pizza,"3833 Main St, Culver City, CA 90232-2619",4.5,34.0247442439386,-118.3947112741884,15
Rocco's Tavern,"Pizza, Sports Bars, Italian","3843 Main St, Culver City, CA 90232",3.5,34.02435,-118.39456,687
ILE Bistro ,"African, Desserts","9355 Culver Blvd, Culver City, CA 90232",4.0,34.025079,-118.394083,54
Loqui,Mexican,"8830 Washington Blvd, Ste 104, Culver City, CA 90232",4.5,34.0274352,-118.387498,821
Stanley's Wet Goods,"Wine Bars, Beer, Wine & Spirits, Coffee & Tea","9620 Venice Blvd, Culver City, CA 90232",4.5,34.02441,-118.39618,145
Bar Bohemien,Cocktail Bars,"9355 Culver Blvd, Culver City, CA 90232",4.0,34.0251,-118.39413,144
Milla Chocolates,"Chocolatiers & Shops, Coffee & Tea, Cafes","9414 Venice Blvd, Los Angeles, CA 90232",4.5,34.02503,-118.39512,58
India Sweets & Spices,"Indian, Pizza, Sandwiches","9409 Venice Blvd, Culver City, CA 90232",3.5,34.02564,-118.39557,469
Potato Chips Deli -Culver City,"Sandwiches, Delis","3835 Main St, Culver City, CA 90232",4.0,34.024636,-118.394761,90
The Jerk Spot Jamaican Restaurant,"Caribbean, Seafood","9006 Venice Blvd, Culver City, CA 90232",4.0,34.0275895406312,-118.39096834878,575
